"ID","F-number","JH-number","creator-date","creator-place","Dimensions","details","credits","MUS_TEXT","heads","Head of a Woman","Head of a Man","Head of a Woman 1","Head of a Woman 2","Head of a Woman 3","Head of a Woman 4","Head of a Prostitute","Head of an Old Man","Torso of Venus","Torso of Venus 1","Torso of Venus 2","Torso of Venus 3","this torso of Venus","standing torso of Venus","Plaster Cast of a Womans Torso","Plaster Cast of a Womans Torso 1","Male Torso","drawing","painting","portrait","still life","nude","cityscape","animal art","Horse","Kneeling Ecorche","Portrait of a Prostitute","Woman Sewing","The Potato Eaters","Letter from Vincent van Gogh to Theo van Gogh with sketches of Head of a Woman and Head of a Woman","Van Gogh wrote","he wrote","drew","complementary colours","which he painted a number of times","He would use this technique more than once in his later work","1881","1884","1885","1886","1887","1890","Nuenen","Antwerp","Paris","Brussels"
"s0202V1962","F0216c","JH1082","june 1886","paris","33.1 cm x 40.9 cm, 41.5 cm x 49.7 cm","oil on cardboard","van gogh museum, amsterdam (vincent van gogh foundation)","horse for this study in oils, van gogh used a small plaster model of a horse. he was then studying at the antwerp art academy. there drawing was taught with the help of models like these, but painting had to be practiced at home. he painted this little horse on cardboard instead of canvas, because that was much cheaper. the model was preserved by the van gogh family through the years. it is now part of the van gogh museum collection. left by the artist at the apartment of his brother theo van gogh, paris, mid june 1886; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam (ratified 28 december 1970); agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0056v1962","https://vangoghmuseum.nl/en/collection/s0089v1962","https://vangoghmuseum.nl/en/collection/s0101v1962","https://vangoghmuseum.nl/en/collection/s0201v1962","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0103v1962","localhost","https://vangoghmuseum.nl/en/collection?type=painting","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=animal art","localhost","https://vangoghmuseum.nl/en/collection/s0102v1962","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1886","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost"
"s0343V1966","F0159","NA00000","november 1884-may 1885","nuenen","47.8 cm x 34.8 cm, 62 cm x 49 cm","oil on canvas on panel","van gogh museum, amsterdam (vincent van gogh foundation)","head of a woman  probably left by the artist with his mother, a.c. van gogh-carbentus, nuenen/breda, sometime between november 1885 and february 1886; given in safekeeping to janus schrauwen, breda, april 1888; left with janus schrauwen by a.c. van gogh-carbentus after her move to leiden, 1889; sold by janus schrauwen to jan c. couvreur, 14 august 1902; sold by jan c. couvreur to kees mouwen jr and willem van bakel, breda, 1902-03; given on consignment by kees mouwen jr and willem van bakel to kunstzalen oldenzeel, rotterdam, 1903-04; probably sold by kunstzalen oldenzeel to h.p. bremmer, the hague; after his death on 10 january 1956 bequeathed to his inheritance; sold by the inheritance to kunsthandel van wisselingh, amsterdam, 1960; 1962 sold by kunsthandel van wisselingh to h.a.d. thomas, amsterdam; after his death in 1964 inherited by his mother d. thomas-mager, amsterdam; after her death in 1965 donated to the vincent van gogh foundation; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","https://vangoghmuseum.nl/en/collection?genre=heads","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=painting","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1884","https://vangoghmuseum.nl/en/collection?date=1885","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=nuenen","localhost","localhost","localhost"
"d0012V1962r","F1366r","JH1039","march-may 1886","paris","47.5 cm x 62.0 cm","chalk on paper","van gogh museum, amsterdam (vincent van gogh foundation)","studies of a seated girl, lecorche and venus  left by the artist at the apartment of his brother theo van gogh, paris, sometime between october 1886 and january 1887; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1886","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost"
"d0012V1962v","F1366v","JH1044","march-may 1886","paris","47.5 cm x 62.0 cm","chalk on paper","van gogh museum, amsterdam (vincent van gogh foundation)","seated girl and venus  left by the artist at the apartment of his brother theo van gogh, paris, sometime between october 1886 and january 1887; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1886","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost"
"d0013V1962","F1364a","JH1041","march-may 1886","paris","47.7 cm x 30.5 cm","charcoal, chalk, on paper","van gogh museum, amsterdam (vincent van gogh foundation)","idol  left by the artist at the apartment of his brother theo van gogh, paris, sometime between october 1886 and january 1887; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1886","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost"
"d0014V1962r","F1364br","JH1046","march-may 1886","paris","47.7 cm x 31.3 cm","charcoal, chalk, on paper","van gogh museum, amsterdam (vincent van gogh foundation)","idol  left by the artist at the apartment of his brother theo van gogh, paris, sometime between october 1886 and january 1887; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1886","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost"
"d0014V1962v","F1364bv","JH1042","march-may 1886","paris","47.7 cm x 31.3 cm","charcoal, chalk, on paper","van gogh museum, amsterdam (vincent van gogh foundation)","idol  left by the artist at the apartment of his brother theo van gogh, paris, sometime between october 1886 and january 1887; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1886","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost"
"d0015V1962r","F1364dr","JH1047","march-may 1886","paris","47.5 cm x 30.8 cm","charcoal, chalk, on paper","van gogh museum, amsterdam (vincent van gogh foundation)","idol  left by the artist at the apartment of his brother theo van gogh, paris, sometime between october 1886 and january 1887; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; given on loan by vincent willem van gogh, laren to the stedelijk museum, amsterdam, since 22 october 1931; transferred by vincent willem van gogh on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1886","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost"
"d0015V1962v","F1364dv","JH1040","march-may 1886","paris","47.5 cm x 30.8 cm","charcoal, chalk, on paper","van gogh museum, amsterdam (vincent van gogh foundation)","idol  left by the artist at the apartment of his brother theo van gogh, paris, sometime between october 1886 and january 1887; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; given on loan by vincent willem van gogh, laren to the stedelijk museum, amsterdam, since 22 october 1931; transferred by vincent willem van gogh on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1886","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost"
"d0031V1962v","F1363av","JH1063","march-may 1886","paris","31.4 cm x 47.5 cm","charcoal, chalk, on paper","van gogh museum, amsterdam (vincent van gogh foundation)","torso of venus  left by the artist at the apartment of his brother theo van gogh, paris, sometime between october 1886 and january 1887; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1886","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost"
"d0034V1962r","F1363cr","JH1070","1887","paris","32.2 cm x 24.9 cm","chalk, lithographic crayon, on paper","van gogh museum, amsterdam (vincent van gogh foundation)","torso of venus  left by the artist at the apartment of his brother theo van gogh, paris, 1887; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1887","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost"
"d0036V1962r","F1363fr","JH1051","march-may 1886","paris","38.3 cm x 19.8 cm","chalk on paper","van gogh museum, amsterdam (vincent van gogh foundation)","venus in a top hat  left by the artist at the apartment of his brother theo van gogh, paris, sometime between october 1886 and january 1887; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1886","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost"
"d0036V1962v","F1363fv","JH1036","march-may 1886","paris","19.8 cm x 38.3 cm","chalk on paper","van gogh museum, amsterdam (vincent van gogh foundation)","a womans legs  left by the artist at the apartment of his brother theo van gogh, paris, sometime between october 1886 and january 1887; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=drawing","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=nude","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1886","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost"
"d0056V1962r","F1160r","JH1005","december 1884-may 1885","nuenen","20.8 cm x 34.4 cm","chalk on paper","van gogh museum, amsterdam (vincent van gogh foundation)","arm  with his brother theo van gogh, paris, after may 1885; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; given on loan by vincent willem van gogh, laren to the stedelijk museum, amsterdam, since 22 october 1931; transferred by vincent willem van gogh on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1884","https://vangoghmuseum.nl/en/collection?date=1885","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=nuenen","localhost","localhost","localhost"
"d0056V1962v","F1160v","JH1004","december 1884-may 1885","nuenen","20.8 cm x 34.4 cm","chalk on paper","van gogh museum, amsterdam (vincent van gogh foundation)","arm  with his brother theo van gogh, paris, after may 1885; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; given on loan by vincent willem van gogh, laren to the stedelijk museum, amsterdam, since 22 october 1931; transferred by vincent willem van gogh on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1884","https://vangoghmuseum.nl/en/collection?date=1885","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=nuenen","localhost","localhost","localhost"
"d0062V1962","F0000","JHadd04","june 1890","auvers-sur-oise","44.6 cm x 54.6 cm","pencil on paper","van gogh museum, amsterdam (vincent van gogh foundation)","standing and sitting male nude (after bargue)  with his brother theo van gogh, paris, after the first half of june 1890; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=drawing","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=nude","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1890","localhost","localhost","localhost","localhost"
"d0136V1962r","F1711r","JH1062","1887","paris","31.7 cm x 24.6 cm","chalk on paper","van gogh museum, amsterdam (vincent van gogh foundation)","torso of venus  left by the artist at the apartment of his brother theo van gogh, paris, 1887; after theos death on 25 january 1891, inherited by his widow, jo van gogh-bonger, and their son, vincent willem van gogh, paris; administered until her death on 2 september 1925 by jo van gogh-bonger, bussum/amsterdam/laren; transferred by vincent willem van gogh, laren, on 10 july 1962 to the vincent van gogh foundation, amsterdam; agreement concluded on 21 july 1962 between the vincent van gogh foundation and the state of the netherlands, in which the preservation and management of the collection, and its placing in the rijksmuseum vincent van gogh, to be realized in amsterdam, is entrusted to the state; given on loan until the opening of the museum on 2 june 1973 to the stedelijk museum, amsterdam; on permanent loan to the rijksmuseum vincent van gogh from 2 june 1973 and at the van gogh museum, amsterdam, since 1 july 1994.","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=drawing","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1887","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost"
